id,category,date,expense_amt_categorized,username
Vivekanand.M.UPRO060225,Professional Services,2025-02-06,239,Vivekanand.M.U
Vivekanand.M.UPRO070225,Professional Services,2025-02-07,981,Vivekanand.M.U
Vivekanand.M.UPRO090125,Professional Services,2025-01-09,487,Vivekanand.M.U
Vivekanand.M.UPRO090325,Professional Services,2025-03-09,1185,Vivekanand.M.U
Vivekanand.M.UPRO121124,Professional Services,2024-11-12,1097,Vivekanand.M.U
Vivekanand.M.UPRO121224,Professional Services,2024-12-12,943,Vivekanand.M.U
Vivekanand.M.UPRO130225,Professional Services,2025-02-13,845,Vivekanand.M.U
Vivekanand.M.UPRO130325,Professional Services,2025-03-13,1405,Vivekanand.M.U
Vivekanand.M.UPRO140325,Professional Services,2025-03-14,1293,Vivekanand.M.U
Vivekanand.M.UPRO170325,Professional Services,2025-03-17,765,Vivekanand.M.U
Vivekanand.M.UPRO171124,Professional Services,2024-11-17,1304,Vivekanand.M.U
Vivekanand.M.UPRO181124,Professional Services,2024-11-18,1435,Vivekanand.M.U
Vivekanand.M.UPRO200125,Professional Services,2025-01-20,854,Vivekanand.M.U
Vivekanand.M.UPRO201224,Professional Services,2024-12-20,1139,Vivekanand.M.U
Vivekanand.M.UPRO210125,Professional Services,2025-01-21,718,Vivekanand.M.U
Vivekanand.M.UPRO220125,Professional Services,2025-01-22,513,Vivekanand.M.U
Vivekanand.M.UPRO231224,Professional Services,2024-12-23,1044,Vivekanand.M.U
Vivekanand.M.UPRO260225,Professional Services,2025-02-26,761,Vivekanand.M.U
Vivekanand.M.UPRO261224,Professional Services,2024-12-26,995,Vivekanand.M.U
Vivekanand.M.UPRO281124,Professional Services,2024-11-28,672,Vivekanand.M.U
Vivekanand.M.UPRO291124,Professional Services,2024-11-29,839,Vivekanand.M.U
Vivekanand.M.UPRO291224,Professional Services,2024-12-29,580,Vivekanand.M.U
Vivekanand.M.UPRO300125,Professional Services,2025-01-30,545,Vivekanand.M.U
Vivekanand.M.UREN010325,Rent,2025-03-01,1374,Vivekanand.M.U
Vivekanand.M.UREN020125,Rent,2025-01-02,1294,Vivekanand.M.U
Vivekanand.M.UREN020225,Rent,2025-02-02,1374,Vivekanand.M.U
Vivekanand.M.UREN021224,Rent,2024-12-02,1405,Vivekanand.M.U
Vivekanand.M.UREN051124,Rent,2024-11-05,1294,Vivekanand.M.U
Vivekanand.M.UREN061124,Rent,2024-11-06,363,Vivekanand.M.U
Vivekanand.M.UREN061224,Rent,2024-12-06,1278,Vivekanand.M.U
Vivekanand.M.UREN071224,Rent,2024-12-07,348,Vivekanand.M.U
Vivekanand.M.UREN110125,Rent,2025-01-11,859,Vivekanand.M.U
Vivekanand.M.UREN130125,Rent,2025-01-13,639,Vivekanand.M.U
Vivekanand.M.UREN131124,Rent,2024-11-13,858,Vivekanand.M.U
Vivekanand.M.UREN140225,Rent,2025-02-14,432,Vivekanand.M.U
Vivekanand.M.UREN141224,Rent,2024-12-14,997,Vivekanand.M.U
Vivekanand.M.UREN150325,Rent,2025-03-15,336,Vivekanand.M.U
Vivekanand.M.UREN170325,Rent,2025-03-17,1488,Vivekanand.M.U
Vivekanand.M.UREN180325,Rent,2025-03-18,1446,Vivekanand.M.U
Vivekanand.M.UREN191124,Rent,2024-11-19,830,Vivekanand.M.U
Vivekanand.M.UREN200325,Rent,2025-03-20,355,Vivekanand.M.U
Vivekanand.M.UREN221224,Rent,2024-12-22,1316,Vivekanand.M.U
Vivekanand.M.UREN230325,Rent,2025-03-23,300,Vivekanand.M.U
Vivekanand.M.UREN250125,Rent,2025-01-25,980,Vivekanand.M.U
Vivekanand.M.UREN251024,Rent,2024-10-25,1097,Vivekanand.M.U
Vivekanand.M.UREN251224,Rent,2024-12-25,937,Vivekanand.M.U
Vivekanand.M.UREN261124,Rent,2024-11-26,167,Vivekanand.M.U
Vivekanand.M.UREN261224,Rent,2024-12-26,1434,Vivekanand.M.U
Vivekanand.M.UREN270125,Rent,2025-01-27,626,Vivekanand.M.U
Vivekanand.M.UREN291024,Rent,2024-10-29,308,Vivekanand.M.U
Vivekanand.M.UREN291124,Rent,2024-11-29,321,Vivekanand.M.U
Vivekanand.M.UREN301224,Rent,2024-12-30,705,Vivekanand.M.U
Vivekanand.M.UREN310125,Rent,2025-01-31,1471,Vivekanand.M.U
Vivekanand.M.USAV011124,Savings,2024-11-01,606,Vivekanand.M.U
Vivekanand.M.USAV020325,Savings,2025-03-02,1165,Vivekanand.M.U
Vivekanand.M.USAV030125,Savings,2025-01-03,1352,Vivekanand.M.U
Vivekanand.M.USAV031124,Savings,2024-11-03,315,Vivekanand.M.U
Vivekanand.M.USAV050125,Savings,2025-01-05,1462,Vivekanand.M.U
Vivekanand.M.USAV060125,Savings,2025-01-06,248,Vivekanand.M.U
Vivekanand.M.USAV070325,Savings,2025-03-07,180,Vivekanand.M.U
Vivekanand.M.USAV080225,Savings,2025-02-08,1044,Vivekanand.M.U
Vivekanand.M.USAV090125,Savings,2025-01-09,538,Vivekanand.M.U
Vivekanand.M.USAV101124,Savings,2024-11-10,845,Vivekanand.M.U
Vivekanand.M.USAV101224,Savings,2024-12-10,1007,Vivekanand.M.U
Vivekanand.M.USAV131224,Savings,2024-12-13,382,Vivekanand.M.U
Vivekanand.M.USAV161124,Savings,2024-11-16,1153,Vivekanand.M.U
Vivekanand.M.USAV170225,Savings,2025-02-17,637,Vivekanand.M.U
Vivekanand.M.USAV171224,Savings,2024-12-17,179,Vivekanand.M.U
Vivekanand.M.USAV181224,Savings,2024-12-18,354,Vivekanand.M.U
Vivekanand.M.USAV191124,Savings,2024-11-19,1239,Vivekanand.M.U
Vivekanand.M.USAV211224,Savings,2024-12-21,936,Vivekanand.M.U
Vivekanand.M.USAV230325,Savings,2025-03-23,200,Vivekanand.M.U
Vivekanand.M.USAV231024,Savings,2024-10-23,458,Vivekanand.M.U
Vivekanand.M.USAV240125,Savings,2025-01-24,962,Vivekanand.M.U
Vivekanand.M.USAV270125,Savings,2025-01-27,152,Vivekanand.M.U
Vivekanand.M.USAV271124,Savings,2024-11-27,1260,Vivekanand.M.U
Vivekanand.M.USAV280225,Savings,2025-02-28,548,Vivekanand.M.U
Vivekanand.M.USAV281024,Savings,2024-10-28,551,Vivekanand.M.U
Vivekanand.M.USAV281124,Savings,2024-11-28,1231,Vivekanand.M.U
Vivekanand.M.USAV281224,Savings,2024-12-28,616,Vivekanand.M.U
Vivekanand.M.USAV301024,Savings,2024-10-30,724,Vivekanand.M.U
Vivekanand.M.USHO010225,Shopping,2025-02-01,1474,Vivekanand.M.U
Vivekanand.M.USHO011224,Shopping,2024-12-01,499,Vivekanand.M.U
Vivekanand.M.USHO031224,Shopping,2024-12-03,1245,Vivekanand.M.U
Vivekanand.M.USHO040125,Shopping,2025-01-04,635,Vivekanand.M.U
Vivekanand.M.USHO060325,Shopping,2025-03-06,142,Vivekanand.M.U
Vivekanand.M.USHO081124,Shopping,2024-11-08,856,Vivekanand.M.U
Vivekanand.M.USHO110325,Shopping,2025-03-11,637,Vivekanand.M.U
Vivekanand.M.USHO111124,Shopping,2024-11-11,143,Vivekanand.M.U
Vivekanand.M.USHO120125,Shopping,2025-01-12,1223,Vivekanand.M.U
Vivekanand.M.USHO130225,Shopping,2025-02-13,261,Vivekanand.M.U
Vivekanand.M.USHO140125,Shopping,2025-01-14,1392,Vivekanand.M.U
Vivekanand.M.USHO140225,Shopping,2025-02-14,326,Vivekanand.M.U
Vivekanand.M.USHO141124,Shopping,2024-11-14,229,Vivekanand.M.U
Vivekanand.M.USHO180125,Shopping,2025-01-18,707,Vivekanand.M.U
Vivekanand.M.USHO181224,Shopping,2024-12-18,1102,Vivekanand.M.U
Vivekanand.M.USHO190125,Shopping,2025-01-19,1380,Vivekanand.M.U
Vivekanand.M.USHO190225,Shopping,2025-02-19,145,Vivekanand.M.U
Vivekanand.M.USHO190325,Shopping,2025-03-19,1112,Vivekanand.M.U
Vivekanand.M.USHO210325,Shopping,2025-03-21,1179,Vivekanand.M.U
Vivekanand.M.USHO211124,Shopping,2024-11-21,798,Vivekanand.M.U
Vivekanand.M.USHO230325,Shopping,2025-03-23,124,Vivekanand.M.U
Vivekanand.M.USHO261124,Shopping,2024-11-26,1106,Vivekanand.M.U
Vivekanand.M.USHO280125,Shopping,2025-01-28,1318,Vivekanand.M.U
Vivekanand.M.USHO280225,Shopping,2025-02-28,515,Vivekanand.M.U
Vivekanand.M.USHO310125,Shopping,2025-01-31,633,Vivekanand.M.U
Vivekanand.M.UTRA020125,Travel,2025-01-02,604,Vivekanand.M.U
Vivekanand.M.UTRA031124,Travel,2024-11-03,1057,Vivekanand.M.U
Vivekanand.M.UTRA040225,Travel,2025-02-04,1250,Vivekanand.M.U
Vivekanand.M.UTRA081124,Travel,2024-11-08,168,Vivekanand.M.U
Vivekanand.M.UTRA090225,Travel,2025-02-09,914,Vivekanand.M.U
Vivekanand.M.UTRA100325,Travel,2025-03-10,1307,Vivekanand.M.U
Vivekanand.M.UTRA110125,Travel,2025-01-11,888,Vivekanand.M.U
Vivekanand.M.UTRA120225,Travel,2025-02-12,1377,Vivekanand.M.U
Vivekanand.M.UTRA151224,Travel,2024-12-15,1344,Vivekanand.M.U
Vivekanand.M.UTRA170125,Travel,2025-01-17,468,Vivekanand.M.U
Vivekanand.M.UTRA170325,Travel,2025-03-17,786,Vivekanand.M.U
Vivekanand.M.UTRA200125,Travel,2025-01-20,737,Vivekanand.M.U
Vivekanand.M.UTRA201124,Travel,2024-11-20,386,Vivekanand.M.U
Vivekanand.M.UTRA210225,Travel,2025-02-21,379,Vivekanand.M.U
Vivekanand.M.UTRA210325,Travel,2025-03-21,1257,Vivekanand.M.U
Vivekanand.M.UTRA211224,Travel,2024-12-21,1376,Vivekanand.M.U
Vivekanand.M.UTRA241024,Travel,2024-10-24,334,Vivekanand.M.U
Vivekanand.M.UTRA251224,Travel,2024-12-25,414,Vivekanand.M.U
Vivekanand.M.UTRA260225,Travel,2025-02-26,897,Vivekanand.M.U
Vivekanand.M.UTRA271224,Travel,2024-12-27,537,Vivekanand.M.U
Vivekanand.M.UTRA281124,Travel,2024-11-28,385,Vivekanand.M.U
Vivekanand.M.UTRA300125,Travel,2025-01-30,1409,Vivekanand.M.U
Vivekanand.M.UTRA301224,Travel,2024-12-30,397,Vivekanand.M.U
